job_id,title,company,description,location_raw,district,province,salary_raw,salary_min,salary_max,salary_currency,sector,experience_raw,experience_min_years,experience_max_years,experience_level,employment_type,work_mode,date_posted,date_scraped,source,is_graduate_friendly,skills_json,qualifications_json
1287,Cloud Architect,Pearson Lanka,"We are looking for a Cloud Architect to join Pearson Lanka in Colombo. Requirements: Node.js, Kubernetes, JavaScript, Agile, PostgreSQL. Experience: 1-2 years.",Colombo,Colombo,Western,,,,LKR,Information Technology,1-2 years,1,2,junior,Full-time,remote,2026-02-04,2026-05-14 10:58:36.171570,dreamjobs,0,"[""Node.js"", ""Kubernetes"", ""JavaScript"", ""Agile"", ""PostgreSQL""]",[]
1288,Front Office Executive,Jetwing Hotels,"We are looking for a Front Office Executive to join Jetwing Hotels in Gampaha. Requirements: Revenue Management, Event Management, English, Housekeeping. Experience: 5-6 years.",Gampaha,Gampaha,Western,"LKR 91,000 - 111,000",91000.0,111000.0,LKR,Tourism & Hospitality,5-6 years,5,6,senior,Internship,onsite,2025-12-17,2026-05-14 10:58:36.171607,gazette,1,"[""Revenue Management"", ""Event Management"", ""English"", ""Housekeeping""]",[]
1289,Hotel Manager,Jetwing Hotels,"We are looking for a Hotel Manager to join Jetwing Hotels in Kalutara. Requirements: Customer Service, Front Office, Revenue Management, Communication. Experience: 2-4 years.",Kalutara,Kalutara,Western,"LKR 133,000 - 163,000",133000.0,163000.0,LKR,Tourism & Hospitality,2-4 years,2,4,junior,Contract,onsite,2026-03-18,2026-05-14 10:58:36.171643,linkedin,0,"[""Customer Service"", ""Front Office"", ""Revenue Management"", ""Communication""]",[]
1290,Marketing Manager,Mobitel,"We are looking for a Marketing Manager to join Mobitel in Badulla. Requirements: Digital Marketing, Communication, Google Ads, Presentation Skills, Negotiation. Experience: 2-5 years.",Badulla,Badulla,Uva,,,,LKR,Sales & Marketing,2-5 years,2,5,junior,Full-time,hybrid,2025-11-29,2026-05-14 10:58:36.171714,gazette,0,"[""Digital Marketing"", ""Communication"", ""Google Ads"", ""Presentation Skills"", ""Negotiation""]",[]
1291,Plant Manager,Lanka Tiles,"We are looking for a Plant Manager to join Lanka Tiles in Kurunegala. Requirements: AutoCAD, ISO 9001, Lean Manufacturing, Maintenance Management, Electrical Engineering, Six Sigma. Experience: 5-6 years.",Kurunegala,Kurunegala,North Western,,,,LKR,Manufacturing,5-6 years,5,6,senior,Part-time,onsite,2026-03-17,2026-05-14 10:58:36.171782,gazette,0,"[""AutoCAD"", ""ISO 9001"", ""Lean Manufacturing"", ""Maintenance Management"", ""Electrical Engineering"", ""Six Sigma""]",[]
1292,Technical Lead,Cambio Software,"We are looking for a Technical Lead to join Cambio Software in Colombo. Requirements: Kubernetes, Azure, CI/CD, Docker, TypeScript. Experience: 5-6 years.",Colombo,Colombo,Western,,,,LKR,Information Technology,5-6 years,5,6,senior,Contract,remote,2025-12-25,2026-05-14 10:58:36.171831,dreamjobs,0,"[""Kubernetes"", ""Azure"", ""CI/CD"", ""Docker"", ""TypeScript""]",[]
1293,Quality Assurance Manager,Hayleys,"We are looking for a Quality Assurance Manager to join Hayleys in Trincomalee. Requirements: Electrical Engineering, ERP, AutoCAD, Maintenance Management, Mechanical Engineering. Experience: 5-6 years.",Trincomalee,Trincomalee,Eastern,,,,LKR,Manufacturing,5-6 years,5,6,senior,Contract,onsite,2026-04-29,2026-05-14 10:58:36.171898,gazette,0,"[""Electrical Engineering"", ""ERP"", ""AutoCAD"", ""Maintenance Management"", ""Mechanical Engineering""]",[]
1294,F&B Manager,Hilton Colombo,"We are looking for a F&B Manager to join Hilton Colombo in Colombo. Requirements: Hotel Management, Event Management, Customer Service, Food & Beverage, English. Experience: 2-3 years.",Colombo,Colombo,Western,"LKR 63,000 - 77,000",63000.0,77000.0,LKR,Tourism & Hospitality,2-3 years,2,3,junior,Full-time,onsite,2026-05-11,2026-05-14 10:58:36.171954,topjobs,0,"[""Hotel Management"", ""Event Management"", ""Customer Service"", ""Food & Beverage"", ""English""]",[]
1295,Lecturer,University of Colombo,"We are looking for a Lecturer to join University of Colombo in Jaffna. Requirements: English, Presentation Skills, BSc, Training & Development. Experience: 3-4 years.",Jaffna,Jaffna,Northern,,,,LKR,Education,3-4 years,3,4,mid,Full-time,onsite,2026-04-21,2026-05-14 10:58:36.172004,gazette,0,"[""English"", ""Presentation Skills"", ""BSc"", ""Training & Development""]",[]
1296,Technical Lead,Zone24x7,"We are looking for a Technical Lead to join Zone24x7 in Colombo. Requirements: Angular, CI/CD, Git. Experience: 7-10 years.",Colombo,Colombo,Western,"LKR 270,000 - 330,000",270000.0,330000.0,LKR,Information Technology,7-10 years,7,10,senior,Full-time,remote,2025-11-16,2026-05-14 10:58:36.172077,dreamjobs,0,"[""Angular"", ""CI/CD"", ""Git""]",[]
1297,Supply Chain Manager,CICT Colombo,"We are looking for a Supply Chain Manager to join CICT Colombo in Anuradhapura. Requirements: Supply Chain Management, Communication, ERP, Excel, CILT. Experience: 5-7 years.",Anuradhapura,Anuradhapura,North Central,"LKR 143,000 - 175,000",143000.0,175000.0,LKR,Logistics & Transportation,5-7 years,5,7,senior,Full-time,onsite,2025-11-29,2026-05-14 10:58:36.172117,dreamjobs,0,"[""Supply Chain Management"", ""Communication"", ""ERP"", ""Excel"", ""CILT""]",[]
1298,Machine Learning Engineer,IFS,"We are looking for a Machine Learning Engineer to join IFS in Gampaha. Requirements: SQL, Python, Power BI, Git, TypeScript, React. Experience: 3-4 years.",Gampaha,Gampaha,Western,"LKR 177,000 - 217,000",177000.0,217000.0,LKR,Information Technology,3-4 years,3,4,mid,Internship,hybrid,2026-03-03,2026-05-14 10:58:36.172157,linkedin,1,"[""SQL"", ""Python"", ""Power BI"", ""Git"", ""TypeScript"", ""React""]",[]
1299,Compliance Officer,BOC,"We are looking for a Compliance Officer to join BOC in Colombo. Requirements: Credit Analysis, Risk Management, Auditing, Compliance, ACCA, Anti-Money Laundering. Experience: Fresh/Entry Level.",Colombo,Colombo,Western,"LKR 190,000 - 232,000",190000.0,232000.0,LKR,Banking & Financial Services,Fresh/Entry Level,0,3,entry,Full-time,onsite,2026-01-24,2026-05-14 10:58:36.172214,linkedin,1,"[""Credit Analysis"", ""Risk Management"", ""Auditing"", ""Compliance"", ""ACCA"", ""Anti-Money Laundering""]",[]
1300,IT Project Manager,Dialog Axiata,"We are looking for a IT Project Manager to join Dialog Axiata in Colombo. Requirements: Scrum, PostgreSQL, Python, React, Linux, Java, Docker. Experience: 5-7 years.",Colombo,Colombo,Western,"LKR 274,000 - 335,000",274000.0,335000.0,LKR,Information Technology,5-7 years,5,7,senior,Full-time,onsite,2025-11-26,2026-05-14 10:58:36.172254,topjobs,0,"[""Scrum"", ""PostgreSQL"", ""Python"", ""React"", ""Linux"", ""Java"", ""Docker""]",[]
1301,UI/UX Designer,Dialog Axiata,"We are looking for a UI/UX Designer to join Dialog Axiata in Kandy. Requirements: Java, Agile, CI/CD, Machine Learning, Git. Experience: Fresh/Entry Level.",Kandy,Kandy,Central,"LKR 198,000 - 242,000",198000.0,242000.0,LKR,Information Technology,Fresh/Entry Level,0,2,entry,Full-time,remote,2026-03-08,2026-05-14 10:58:36.172293,dreamjobs,1,"[""Java"", ""Agile"", ""CI/CD"", ""Machine Learning"", ""Git""]",[]
1302,Site Engineer,Maga Engineering,"We are looking for a Site Engineer to join Maga Engineering in Colombo. Requirements: SolidWorks, AutoCAD, Project Management, Quantity Surveyor, Excel, BSc, Civil Engineering. Experience: 3-5 years.",Colombo,Colombo,Western,"LKR 137,000 - 167,000",137000.0,167000.0,LKR,Construction & Engineering,3-5 years,3,5,mid,Contract,onsite,2026-01-29,2026-05-14 10:58:36.172331,gazette,0,"[""SolidWorks"", ""AutoCAD"", ""Project Management"", ""Quantity Surveyor"", ""Excel"", ""BSc"", ""Civil Engineering""]",[]
1303,Anti-Money Laundering Analyst,Commercial Bank,"We are looking for a Anti-Money Laundering Analyst to join Commercial Bank in Mannar. Requirements: SAP, Financial Modeling, CIMA, Compliance, IFRS, Excel, Risk Management, Anti-Money Laundering. Experience: 2-4 years.",Mannar,Mannar,Northern,"LKR 161,000 - 197,000",161000.0,197000.0,LKR,Banking & Financial Services,2-4 years,2,4,junior,Full-time,onsite,2025-11-15,2026-05-14 10:58:36.172373,dreamjobs,0,"[""SAP"", ""Financial Modeling"", ""CIMA"", ""Compliance"", ""IFRS"", ""Excel"", ""Risk Management"", ""Anti-Money Laundering""]",[]
1304,Full Stack Developer,GTN Technologies,"We are looking for a Full Stack Developer to join GTN Technologies in Kalutara. Requirements: MongoDB, SQL, TypeScript, Node.js, PostgreSQL, Agile, Git, AWS. Experience: 3-4 years.",Kalutara,Kalutara,Western,"LKR 196,000 - 239,000",196000.0,239000.0,LKR,Information Technology,3-4 years,3,4,mid,Full-time,hybrid,2026-03-17,2026-05-14 10:58:36.172413,topjobs,0,"[""MongoDB"", ""SQL"", ""TypeScript"", ""Node.js"", ""PostgreSQL"", ""Agile"", ""Git"", ""AWS""]",[]
1305,Backend Developer,IFS,"We are looking for a Backend Developer to join IFS in Gampaha. Requirements: Kubernetes, CI/CD, Node.js, Scrum. Experience: 5-7 years.",Gampaha,Gampaha,Western,"LKR 238,000 - 291,000",238000.0,291000.0,LKR,Information Technology,5-7 years,5,7,senior,Contract,hybrid,2026-03-10,2026-05-14 10:58:36.172451,linkedin,0,"[""Kubernetes"", ""CI/CD"", ""Node.js"", ""Scrum""]",[]
1306,Transport Manager,Expo Freight,"We are looking for a Transport Manager to join Expo Freight in Colombo. Requirements: Logistics, Procurement, CILT. Experience: 2-5 years.",Colombo,Colombo,Western,"LKR 61,000 - 75,000",61000.0,75000.0,LKR,Logistics & Transportation,2-5 years,2,5,junior,Part-time,onsite,2026-01-30,2026-05-14 10:58:36.172488,linkedin,0,"[""Logistics"", ""Procurement"", ""CILT""]",[]
1307,Data Analyst,WSO2,"We are looking for a Data Analyst to join WSO2 in Kalutara. Requirements: REST API, MongoDB, JavaScript, Angular. Experience: 2-5 years.",Kalutara,Kalutara,Western,"LKR 401,000 - 490,000",401000.0,490000.0,LKR,Information Technology,2-5 years,2,5,junior,Full-time,onsite,2026-02-01,2026-05-14 10:58:36.172525,linkedin,0,"[""REST API"", ""MongoDB"", ""JavaScript"", ""Angular""]",[]
1308,Cloud Architect,Mitra Innovation,"We are looking for a Cloud Architect to join Mitra Innovation in Colombo. Requirements: Python, CI/CD, Linux, SQL. Experience: 1-3 years.",Colombo,Colombo,Western,"LKR 188,000 - 230,000",188000.0,230000.0,LKR,Information Technology,1-3 years,1,3,junior,Full-time,remote,2026-03-03,2026-05-14 10:58:36.172565,dreamjobs,0,"[""Python"", ""CI/CD"", ""Linux"", ""SQL""]",[]
1309,UI/UX Designer,Enactor,"We are looking for a UI/UX Designer to join Enactor in Gampaha. Requirements: Agile, Azure, Kubernetes, MongoDB, Angular, Java. Experience: 1-2 years.",Gampaha,Gampaha,Western,"LKR 375,000 - 458,000",375000.0,458000.0,LKR,Information Technology,1-2 years,1,2,junior,Full-time,hybrid,2026-03-16,2026-05-14 10:58:36.172602,dreamjobs,0,"[""Agile"", ""Azure"", ""Kubernetes"", ""MongoDB"", ""Angular"", ""Java""]",[]
1310,Loan Officer,Sampath Bank,"We are looking for a Loan Officer to join Sampath Bank in Colombo. Requirements: Power BI, Auditing, Compliance, ACCA, Risk Management, Banking Operations, Anti-Money Laundering. Experience: 1-2 years.",Colombo,Colombo,Western,"LKR 150,000 - 184,000",150000.0,184000.0,LKR,Banking & Financial Services,1-2 years,1,2,junior,Full-time,remote,2026-01-06,2026-05-14 10:58:36.172641,gazette,0,"[""Power BI"", ""Auditing"", ""Compliance"", ""ACCA"", ""Risk Management"", ""Banking Operations"", ""Anti-Money Laundering""]",[]
1311,Revenue Manager,Shangri-La Colombo,"We are looking for a Revenue Manager to join Shangri-La Colombo in Colombo. Requirements: Housekeeping, Communication, Event Management. Experience: 1-4 years.",Colombo,Colombo,Western,"LKR 45,000 - 55,000",45000.0,55000.0,LKR,Tourism & Hospitality,1-4 years,1,4,junior,Full-time,onsite,2025-12-15,2026-05-14 10:58:36.172678,gazette,0,"[""Housekeeping"", ""Communication"", ""Event Management""]",[]
1312,Backend Developer,Arimac,"We are looking for a Backend Developer to join Arimac in Colombo. Requirements: Linux, Java, Machine Learning. Experience: 5-8 years.",Colombo,Colombo,Western,"LKR 262,000 - 320,000",262000.0,320000.0,LKR,Information Technology,5-8 years,5,8,senior,Internship,hybrid,2025-11-30,2026-05-14 10:58:36.172715,dreamjobs,1,"[""Linux"", ""Java"", ""Machine Learning""]",[]
1313,Factory Manager,MAS Holdings,"We are looking for a Factory Manager to join MAS Holdings in Kurunegala. Requirements: Supply Chain Management, Six Sigma, Quality Control, Procurement. Experience: 2-5 years.",Kurunegala,Kurunegala,North Western,"LKR 78,000 - 96,000",78000.0,96000.0,LKR,Apparel & Textile,2-5 years,2,5,junior,Full-time,onsite,2026-04-09,2026-05-14 10:58:36.172752,gazette,0,"[""Supply Chain Management"", ""Six Sigma"", ""Quality Control"", ""Procurement""]",[]
1314,Customs Clearing Agent,CICT Colombo,"We are looking for a Customs Clearing Agent to join CICT Colombo in Anuradhapura. Requirements: ERP, CILT, Logistics, Supply Chain Management, Excel, Procurement, Communication. Experience: 2-4 years.",Anuradhapura,Anuradhapura,North Central,"LKR 81,000 - 99,000",81000.0,99000.0,LKR,Logistics & Transportation,2-4 years,2,4,junior,Full-time,onsite,2026-02-01,2026-05-14 10:58:36.172790,topjobs,0,"[""ERP"", ""CILT"", ""Logistics"", ""Supply Chain Management"", ""Excel"", ""Procurement"", ""Communication""]",[]
1315,Farm Manager,Ceylon Tea Board,"We are looking for a Farm Manager to join Ceylon Tea Board in Colombo. Requirements: Project Management, Communication, Excel, Quality Control, Statistical Analysis. Experience: 2-4 years.",Colombo,Colombo,Western,"LKR 135,000 - 165,000",135000.0,165000.0,LKR,Agriculture,2-4 years,2,4,junior,Full-time,onsite,2026-02-14,2026-05-14 10:58:36.172827,topjobs,0,"[""Project Management"", ""Communication"", ""Excel"", ""Quality Control"", ""Statistical Analysis""]",[]
1316,Front Office Executive,Jetwing Hotels,"We are looking for a Front Office Executive to join Jetwing Hotels in Colombo. Requirements: Food & Beverage, English, Event Management, Revenue Management, Hotel Management, Customer Service, Housekeeping, Communication. Experience: 3-4 years.",Colombo,Colombo,Western,"LKR 97,000 - 119,000",97000.0,119000.0,LKR,Tourism & Hospitality,3-4 years,3,4,mid,Contract,onsite,2026-03-26,2026-05-14 10:58:36.172867,topjobs,0,"[""Food & Beverage"", ""English"", ""Event Management"", ""Revenue Management"", ""Hotel Management"", ""Customer Service"", ""Housekeeping"", ""Communication""]",[]
1317,Anti-Money Laundering Analyst,NSB,"We are looking for a Anti-Money Laundering Analyst to join NSB in Galle. Requirements: CIMA, Compliance, Anti-Money Laundering. Experience: 5-8 years.",Galle,Galle,Southern,,,,LKR,Banking & Financial Services,5-8 years,5,8,senior,Full-time,hybrid,2026-05-07,2026-05-14 10:58:36.172920,linkedin,0,"[""CIMA"", ""Compliance"", ""Anti-Money Laundering""]",[]
1318,Accountant,Ministry of Education,"We are looking for a Accountant to join Ministry of Education in Colombo. Requirements: Excel, A/L Qualified, MBA, Communication, BSc. Experience: Fresh/Entry Level.",Colombo,Colombo,Western,"LKR 42,000 - 52,000",42000.0,52000.0,LKR,Government & Public Sector,Fresh/Entry Level,0,1,entry,Internship,onsite,2026-01-05,2026-05-14 10:58:36.172957,dreamjobs,1,"[""Excel"", ""A/L Qualified"", ""MBA"", ""Communication"", ""BSc""]",[]
1319,Maintenance Engineer,Piramal Glass,"We are looking for a Maintenance Engineer to join Piramal Glass in Colombo. Requirements: ERP, Maintenance Management, Lean Manufacturing, Six Sigma, Mechanical Engineering. Experience: 7-10 years.",Colombo,Colombo,Western,"LKR 191,000 - 234,000",191000.0,234000.0,LKR,Manufacturing,7-10 years,7,10,senior,Full-time,remote,2025-12-23,2026-05-14 10:58:36.172998,dreamjobs,0,"[""ERP"", ""Maintenance Management"", ""Lean Manufacturing"", ""Six Sigma"", ""Mechanical Engineering""]",[]
1320,QA Engineer,hSenid Software,"We are looking for a QA Engineer to join hSenid Software in Gampaha. Requirements: MongoDB, Scrum, Python. Experience: 1-4 years.",Gampaha,Gampaha,Western,"LKR 339,000 - 414,000",339000.0,414000.0,LKR,Information Technology,1-4 years,1,4,junior,Full-time,onsite,2026-04-12,2026-05-14 10:58:36.173035,dreamjobs,0,"[""MongoDB"", ""Scrum"", ""Python""]",[]
1321,Chef,Hilton Colombo,"We are looking for a Chef to join Hilton Colombo in Ratnapura. Requirements: Customer Service, Food & Beverage, Housekeeping. Experience: 2-3 years.",Ratnapura,Ratnapura,Sabaragamuwa,"LKR 127,000 - 156,000",127000.0,156000.0,LKR,Tourism & Hospitality,2-3 years,2,3,junior,Full-time,onsite,2025-12-28,2026-05-14 10:58:36.173072,topjobs,0,"[""Customer Service"", ""Food & Beverage"", ""Housekeeping""]",[]
1322,Quantity Surveyor,CHEC Port City,"We are looking for a Quantity Surveyor to join CHEC Port City in Colombo. Requirements: Project Management, SolidWorks, Quantity Surveyor, AutoCAD, Excel. Experience: 1-4 years.",Colombo,Colombo,Western,,,,LKR,Construction & Engineering,1-4 years,1,4,junior,Full-time,onsite,2026-01-21,2026-05-14 10:58:36.173105,topjobs,0,"[""Project Management"", ""SolidWorks"", ""Quantity Surveyor"", ""AutoCAD"", ""Excel""]",[]
1323,Civil Engineer,Nawaloka Construction,"We are looking for a Civil Engineer to join Nawaloka Construction in Matale. Requirements: AutoCAD, Civil Engineering, Excel, Quantity Surveyor, SolidWorks, BSc, Project Management. Experience: 3-5 years.",Matale,Matale,Central,,,,LKR,Construction & Engineering,3-5 years,3,5,mid,Full-time,onsite,2025-12-21,2026-05-14 10:58:36.173138,topjobs,0,"[""AutoCAD"", ""Civil Engineering"", ""Excel"", ""Quantity Surveyor"", ""SolidWorks"", ""BSc"", ""Project Management""]",[]
1324,Customs Clearing Agent,CICT Colombo,"We are looking for a Customs Clearing Agent to join CICT Colombo in Gampaha. Requirements: Logistics, Procurement, Excel, Communication, ERP. Experience: 3-6 years.",Gampaha,Gampaha,Western,,,,LKR,Logistics & Transportation,3-6 years,3,6,mid,Contract,onsite,2026-05-14,2026-05-14 10:58:36.173171,topjobs,0,"[""Logistics"", ""Procurement"", ""Excel"", ""Communication"", ""ERP""]",[]
1325,Compliance Officer,Sri Lanka Insurance,"We are looking for a Compliance Officer to join Sri Lanka Insurance in Colombo. Requirements: IFRS, SQL, SAP, Credit Analysis, Anti-Money Laundering, Financial Modeling. Experience: 5-7 years.",Colombo,Colombo,Western,"LKR 261,000 - 320,000",261000.0,320000.0,LKR,Banking & Financial Services,5-7 years,5,7,senior,Full-time,hybrid,2025-12-05,2026-05-14 10:58:36.173226,topjobs,0,"[""IFRS"", ""SQL"", ""SAP"", ""Credit Analysis"", ""Anti-Money Laundering"", ""Financial Modeling""]",[]
1326,Research Officer,BOI Sri Lanka,"We are looking for a Research Officer to join BOI Sri Lanka in Colombo. Requirements: Sinhala, Project Management, Excel, MBA. Experience: 3-5 years.",Colombo,Colombo,Western,,,,LKR,Government & Public Sector,3-5 years,3,5,mid,Full-time,onsite,2026-02-17,2026-05-14 10:58:36.173259,dreamjobs,0,"[""Sinhala"", ""Project Management"", ""Excel"", ""MBA""]",[]
1327,Content Creator,CBL Group,"We are looking for a Content Creator to join CBL Group in Gampaha. Requirements: Social Media Marketing, Excel, Digital Marketing, CRM, Presentation Skills, Communication, Content Marketing, Salesforce. Experience: 2-4 years.",Gampaha,Gampaha,Western,,,,LKR,Sales & Marketing,2-4 years,2,4,junior,Full-time,onsite,2026-04-13,2026-05-14 10:58:36.173293,topjobs,0,"[""Social Media Marketing"", ""Excel"", ""Digital Marketing"", ""CRM"", ""Presentation Skills"", ""Communication"", ""Content Marketing"", ""Salesforce""]",[]
1328,E-commerce Manager,Softlogic Retail,"We are looking for a E-commerce Manager to join Softlogic Retail in Colombo. Requirements: CRM, Negotiation, Excel, Communication, Customer Service. Experience: 7-10 years.",Colombo,Colombo,Western,"LKR 49,000 - 59,000",49000.0,59000.0,LKR,Retail,7-10 years,7,10,senior,Full-time,onsite,2026-02-21,2026-05-14 10:58:36.173331,topjobs,0,"[""CRM"", ""Negotiation"", ""Excel"", ""Communication"", ""Customer Service""]",[]
1329,MEP Engineer,CHEC Port City,"We are looking for a MEP Engineer to join CHEC Port City in Kandy. Requirements: AutoCAD, Civil Engineering, Project Management, Excel, BSc. Experience: 3-5 years.",Kandy,Kandy,Central,"LKR 156,000 - 191,000",156000.0,191000.0,LKR,Construction & Engineering,3-5 years,3,5,mid,Internship,onsite,2026-03-13,2026-05-14 10:58:36.173368,dreamjobs,1,"[""AutoCAD"", ""Civil Engineering"", ""Project Management"", ""Excel"", ""BSc""]",[]
1330,ICT Officer,Ministry of Technology,"We are looking for a ICT Officer to join Ministry of Technology in Colombo. Requirements: Excel, MBA, BSc, A/L Qualified, English, Budgeting. Experience: 7-10 years.",Colombo,Colombo,Western,"LKR 76,000 - 93,000",76000.0,93000.0,LKR,Government & Public Sector,7-10 years,7,10,senior,Full-time,hybrid,2026-01-05,2026-05-14 10:58:36.173406,topjobs,0,"[""Excel"", ""MBA"", ""BSc"", ""A/L Qualified"", ""English"", ""Budgeting""]",[]
1331,Cashier Supervisor,Fashion Bug,"We are looking for a Cashier Supervisor to join Fashion Bug in Nuwara Eliya. Requirements: Communication, Negotiation, Customer Service. Experience: 7-9 years.",Nuwara Eliya,Nuwara Eliya,Central,"LKR 47,000 - 58,000",47000.0,58000.0,LKR,Retail,7-9 years,7,9,senior,Part-time,onsite,2025-12-22,2026-05-14 10:58:36.173443,topjobs,0,"[""Communication"", ""Negotiation"", ""Customer Service""]",[]
1332,Mobile Developer,hSenid Software,"We are looking for a Mobile Developer to join hSenid Software in Batticaloa. Requirements: MongoDB, Azure, Angular, CI/CD, TypeScript, Docker, AWS. Experience: 5-7 years.",Batticaloa,Batticaloa,Eastern,"LKR 372,000 - 455,000",372000.0,455000.0,LKR,Information Technology,5-7 years,5,7,senior,Full-time,remote,2026-03-21,2026-05-14 10:58:36.173481,topjobs,0,"[""MongoDB"", ""Azure"", ""Angular"", ""CI/CD"", ""TypeScript"", ""Docker"", ""AWS""]",[]
1333,Python Developer,99x,"We are looking for a Python Developer to join 99x in Colombo. Requirements: MongoDB, Power BI, SQL, Git, Scrum, CI/CD. Experience: 5-6 years.",Colombo,Colombo,Western,,,,LKR,Information Technology,5-6 years,5,6,senior,Full-time,remote,2025-12-31,2026-05-14 10:58:36.173514,topjobs,0,"[""MongoDB"", ""Power BI"", ""SQL"", ""Git"", ""Scrum"", ""CI/CD""]",[]
1334,Solutions Architect,Dialog Axiata,"We are looking for a Solutions Architect to join Dialog Axiata in Galle. Requirements: Python, SQL, Communication. Experience: 5-6 years.",Galle,Galle,Southern,"LKR 121,000 - 147,000",121000.0,147000.0,LKR,Telecommunications,5-6 years,5,6,senior,Full-time,onsite,2026-02-17,2026-05-14 10:58:36.173551,dreamjobs,0,"[""Python"", ""SQL"", ""Communication""]",[]
1335,Telecom Sales Executive,SLT-Mobitel,"We are looking for a Telecom Sales Executive to join SLT-Mobitel in Colombo. Requirements: AWS, Linux, Communication. Experience: 5-8 years.",Colombo,Colombo,Western,,,,LKR,Telecommunications,5-8 years,5,8,senior,Full-time,onsite,2026-03-17,2026-05-14 10:58:36.173583,dreamjobs,0,"[""AWS"", ""Linux"", ""Communication""]",[]
1336,UI/UX Designer,Pearson Lanka,"We are looking for a UI/UX Designer to join Pearson Lanka in Colombo. Requirements: Linux, Java, Azure. Experience: 3-5 years.",Colombo,Colombo,Western,"LKR 300,000 - 366,000",300000.0,366000.0,LKR,Information Technology,3-5 years,3,5,mid,Contract,onsite,2025-12-03,2026-05-14 10:58:36.173619,topjobs,0,"[""Linux"", ""Java"", ""Azure""]",[]
1337,Safety Officer,Haycarb,"We are looking for a Safety Officer to join Haycarb in Colombo. Requirements: ISO 9001, Electrical Engineering, Quality Control, ERP, Production Planning, Maintenance Management, Six Sigma. Experience: 3-4 years.",Colombo,Colombo,Western,"LKR 229,000 - 280,000",229000.0,280000.0,LKR,Manufacturing,3-4 years,3,4,mid,Full-time,onsite,2025-12-07,2026-05-14 10:58:36.173660,dreamjobs,0,"[""ISO 9001"", ""Electrical Engineering"", ""Quality Control"", ""ERP"", ""Production Planning"", ""Maintenance Management"", ""Six Sigma""]",[]
1338,UI/UX Designer,Dialog Axiata,"We are looking for a UI/UX Designer to join Dialog Axiata in Ratnapura. Requirements: MongoDB, Python, PostgreSQL, Scrum, Kubernetes, AWS. Experience: 2-5 years.",Ratnapura,Ratnapura,Sabaragamuwa,,,,LKR,Information Technology,2-5 years,2,5,junior,Full-time,hybrid,2026-02-02,2026-05-14 10:58:36.173702,gazette,0,"[""MongoDB"", ""Python"", ""PostgreSQL"", ""Scrum"", ""Kubernetes"", ""AWS""]",[]
1339,Credit Analyst,Commercial Bank,"We are looking for a Credit Analyst to join Commercial Bank in Kurunegala. Requirements: SQL, Credit Analysis, Risk Management. Experience: 5-8 years.",Kurunegala,Kurunegala,North Western,"LKR 90,000 - 110,000",90000.0,110000.0,LKR,Banking & Financial Services,5-8 years,5,8,senior,Full-time,onsite,2026-03-15,2026-05-14 10:58:36.173744,topjobs,0,"[""SQL"", ""Credit Analysis"", ""Risk Management""]",[]
1340,Pharmacist,Ministry of Health,"We are looking for a Pharmacist to join Ministry of Health in Colombo. Requirements: Pharmacy, GMP, Communication, Nursing, Medical Laboratory. Experience: Fresh/Entry Level.",Colombo,Colombo,Western,"LKR 105,000 - 129,000",105000.0,129000.0,LKR,Healthcare,Fresh/Entry Level,0,1,entry,Full-time,onsite,2026-02-13,2026-05-14 10:58:36.173782,linkedin,1,"[""Pharmacy"", ""GMP"", ""Communication"", ""Nursing"", ""Medical Laboratory""]",[]
1341,Business Development Manager,Elephant House,"We are looking for a Business Development Manager to join Elephant House in Colombo. Requirements: Digital Marketing, Excel, CRM, Presentation Skills, Salesforce, Content Marketing. Experience: 3-5 years.",Colombo,Colombo,Western,,,,LKR,Sales & Marketing,3-5 years,3,5,mid,Full-time,onsite,2026-02-16,2026-05-14 10:58:36.173819,gazette,0,"[""Digital Marketing"", ""Excel"", ""CRM"", ""Presentation Skills"", ""Salesforce"", ""Content Marketing""]",[]
1342,Structural Engineer,Sierra Construction,"We are looking for a Structural Engineer to join Sierra Construction in Colombo. Requirements: AutoCAD, Excel, Civil Engineering, Quantity Surveyor, SolidWorks, BSc, Project Management. Experience: 1-4 years.",Colombo,Colombo,Western,"LKR 229,000 - 280,000",229000.0,280000.0,LKR,Construction & Engineering,1-4 years,1,4,junior,Full-time,onsite,2026-01-24,2026-05-14 10:58:36.173859,topjobs,0,"[""AutoCAD"", ""Excel"", ""Civil Engineering"", ""Quantity Surveyor"", ""SolidWorks"", ""BSc"", ""Project Management""]",[]
1343,Treasury Analyst,Cargills Bank,"We are looking for a Treasury Analyst to join Cargills Bank in Kurunegala. Requirements: Financial Modeling, Banking Operations, SQL, Risk Management, CIMA. Experience: 3-6 years.",Kurunegala,Kurunegala,North Western,"LKR 64,000 - 78,000",64000.0,78000.0,LKR,Banking & Financial Services,3-6 years,3,6,mid,Full-time,onsite,2026-01-25,2026-05-14 10:58:36.173917,linkedin,0,"[""Financial Modeling"", ""Banking Operations"", ""SQL"", ""Risk Management"", ""CIMA""]",[]
